Transcript,Date,Position,Person,Party,Text,Subject
DAR-002,18 DE SETEMBRO DE 2020,18,Presidente,,"Para uma intervenção, tem a palavra a Sr.ª Deputada Isabel Pires, do Grupo Parlamentar do Bloco de Esquerda. I SÉRIE — NÚMERO 2",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,19,Isabel Pires,BE,"Sr. Presidente, Srs. Deputados e Sr.as Deputadas: O tema que o PS traz a debate é, sem sombra de dúvida, relevante e, com certeza, um dos debates mais importantes da nossa década. A digitalização da economia e da sociedade, não sendo algo propriamente novo, tem ganhado uma velocidade maior nos últimos anos e obviamente, desde a pandemia, o acesso a serviços de internet e de telecomunicações revelou ser mais um fator de potencial desigualdade. Por isso, é preciso responder. Sabemos que o debate sobre o acesso a determinados serviços, como a energia, o gás ou a água, já é antigo, mas, mesmo assim, ainda há muita gente sem acesso ou com dificuldades em aceder a eles. Isso teve a ver com formas de olhar para a economia nacional, nomeadamente com a privatização de algumas empresas estratégicas que forneciam este tipo de serviços essenciais ao dia a dia de cada um de nós. Portanto, com o passar do tempo e a evolução da tecnologia, o debate em torno da internet e de serviços de telecomunicações também se configura um pouco da mesma forma, fazendo a pergunta, a que depois teremos de dar resposta, sobre se estamos, ou não, perante um bem essencial ou um bem universal. Sabemos que, atualmente, não estamos perante um bem universal, porque conhecemos, e temo-lo discutido amplamente, em especial no último ano, as dificuldades de cobertura de rede que existem no nosso País. E porquê? Porque ela está dependente de interesses privados e não de interesses públicos, por erros cometidos no passado no que toca à privatização deste tipo de infraestruturas. Portanto, sabemos também que é este tipo de discussões que determina quais são os fatores de desigualdade na nossa sociedade. Por isso mesmo, o exemplo da tarifa social de energia, proposta pelo Bloco de Esquerda, que o Partido Socialista foi buscar para este Projeto de Resolução que temos em cima da mesa, é bem exemplificativo de como mecanismos deste género ajudam no combate à pobreza. Porém, apesar de ajudarem nesse combate, não serão os mais relevantes nesta matéria. Temos de acompanhar o debate sobre uma possível tarifa social da internet e das telecomunicações, mas, ao mesmo tempo, temos de o aprofundar relativamente aos preços, como já foi referido. Em sede de Comissão de Economia temos debatido muito esta questão e, no caso de Portugal, os dados sobre o que se está a passar com os preços são absolutamente significativos. Se para estudar, para trabalhar ou, pura e simplesmente, para contactar com a nossa família, estamos tão dependentes deste tipo de serviços, porque é que não mudamos o chip, ou seja, porque não mudamos a forma como olhamos para este bem, para que ele possa ser universal? Temos de perceber que isso tem a ver com a necessidade de cobertura, que tem de sair dos interesses de um monopólio de três grandes operadores que decidem, basicamente, sozinhos aquilo que querem, que decidem como é que a cobertura é feita a nível do território nacional, e das ilhas também, já agora. Portanto, estamos completamente dependentes de interesses privados porque há alguns anos nos demitimos, enquanto País, de manter públicos esses interesses. Sr. Deputado, quanto à proposta concreta em cima da mesa, ela é bastante ampla, bastante genérica e, aliás, não faz mais do que dar seguimento a algo que já foi aprovado numa Resolução do Conselho de Ministros. Do nosso ponto de vista, é obviamente importante que possamos fazer o caminho para uma tarifa social da internet ou das telecomunicações, mas também dizemos que é preciso ir mais longe nesta matéria. É preciso discutir os preços e sua regulação, as questões da fidelização, a regulação do próprio mercado e, essencialmente, a detenção das infraestruturas necessárias para a cobertura de rede em Portugal, que hoje em dia ainda fica muito aquém. Isto num país que se diz civilizado e que quer fazer uma transição digital, essa transição digital não poderá fazer-se se continuarmos com as infraestruturas atuais, pois estão dependentes dos interesses privados. Aplausos do BE.",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,20,Presidente,,"Tem a palavra o Sr. Deputado João Gonçalves Pereira, do Grupo Parlamentar do CDS-PP, para uma intervenção. ",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,21,João Gonçalves Pereira,CDS-PP,"Sr. Presidente, Sr.as e Srs. Deputados: Em primeiro lugar, queria dizer ao Partido Socialista que o CDS acompanha esta iniciativa que tem como objetivo recomendar ao Governo a criação de uma tarifa social de acesso aos serviços de internet, serviços de banda larga, e que vai ao encontro das orientações e diretivas europeias.",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,22,Bruno Dias,PCP,Era o que eu dizia!,Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,23,João Gonçalves Pereira,CDS-PP,"O século XXI é um século digital e, portanto, como é evidente, os países que estiverem na dianteira da transição digital estarão mais bem preparados para os desafios que vão encontrar. Quer o Estado, quer as empresas, quer os cidadãos, todos temos de fazer essa mesma transição e isso só se consegue com a massificação do acesso à internet. Portanto, uma tarifa reduzida, que tenha em conta a correção das assimetrias ao nível dos rendimentos da população, ou seja, que permita precisamente o acesso a esta internet, é algo positivo, devendo haver um esforço da parte do Estado e de toda a sociedade na promoção da inclusão e da literacia digital. A pergunta que se coloca, e que ainda não se ouviu neste debate, é a seguinte: quem paga isto? Quem vai pagar? É uma necessidade da sociedade, é uma necessidade do País, mas tem de haver um esforço de financiamento público precisamente nesta mesma tarifa. Só com esse esforço de financiamento, só com esse sinal da parte do Estado, é que, seguramente, iremos acelerar todo este processo e chegar a mais pessoas.",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,24,Bruno Dias,PCP,"Ou seja, subsidiamos! ",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,25,João Gonçalves Pereira,CDS-PP,"Nesta área e neste domínio, o CDS apresentou um projeto de resolução ao nível do 5G, que, basicamente, vem recomendar o seguinte: que esteja definido que o Estado crie incentivos para que, no processo de leilão do 5G, as empresas operadoras possam ter benefícios se começarem os seus investimentos em termos de infraestruturas precisamente no interior do País, ou seja, precisamente nas zonas onde existe menos acesso à rede e às comunicações. Isso seria um bom sinal para o País, tendo em conta o debate que temos tantas e tantas vezes sobre como conseguir valorizar e desenvolver o interior. São medidas que parecem pequenas, mas que são muito grandes para posicionar o interior do País ao mesmo nível dos grandes centros urbanos e da zona litoral. Aplausos do CDS-PP.",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,26,Presidente,,"Tem a palavra para uma intervenção o Sr. Deputado André Ventura, do Chega. ",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,27,André Ventura,CH,"Sr. Presidente, Srs. Deputados: Discutimos hoje uma proposta que vem do Partido Socialista para um serviço que tinha sido prometido há vários anos, para não dizer há várias décadas. Temos 20% dos agregados familiares — repito, 20% — sem acesso à internet, temos 5% dos nossos alunos sem acesso à internet, temos famílias que pagam, em média, 700 € por ano em internet e telecomunicações. No ano passado, o Primeiro-Ministro prometeu que, até julho deste ano, todas as famílias e todos os alunos teriam acesso à internet e a um computador para acesso aos conteúdos que fossem transmitidos por via digital. Onde estamos?! Exatamente no mesmo ponto. Apresentamos iniciativas para calar a política do outro lado. É o mesmo que dizer «já aprovámos». Mas o que é que fizemos?! Absolutamente nada. O Chega acompanhará esta iniciativa, mas com a exigência de que seja efetivamente cumprida. Protestos da Deputada do PS Joana Lima. Quanto à regulação do mercado, Sr. Deputado Bruno Dias, gostava que me dissesse uma coisa: qual é o país comunista em que a internet é mais acessível do que em Portugal?!",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,28,Bruno Dias,PCP,Ignorante!,Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,29,André Ventura,CH,Qual é o país comunista em que a internet é tão barata que os cidadãos nem conseguem a ela aceder?!,Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,30,Presidente,,"Sr. Deputado, já excedeu o tempo de que dispunha. I SÉRIE — NÚMERO 2",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,31,André Ventura,CH,"Vou terminar, Sr. Presidente. Tem muita graça ver o Sr. Deputado, representante do Partido Comunista, dizer «a internet isto», «a internet aquilo», quando, nos países em que VV. Ex.as governam, nem sequer se pode aceder ao Google e ao Youtube. Deviam ter vergonha!",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,32,Presidente,,"Tem a palavra o Sr. Deputado Filipe Pacheco, do PS, para uma intervenção. ",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,33,Filipe Pacheco,PS,"Sr. Presidente, Sr.as e Srs. Deputados: O Partido Socialista congratula-se e valoriza o apoio da maioria das forças políticas aqui presentes. Isto revela a importância e a relevância do projeto que apresentamos. Gostava de sublinhar — porque, muitas vezes, quando se trata de proteger os mais vulneráveis, há sempre aqueles que respondem um pouco contrariados — que achei bastante irónica a intervenção do Sr. Deputado João Cotrim de Figueiredo, do Iniciativa Liberal, que veio a esta Câmara queixar-se de que há consumidores que não podem pagar alguns serviços de comunicações. Pergunto-lhe: não é o Sr. Deputado que defende que o mercado deve funcionar livremente? Ou está a defender que o Estado deve intervir no funcionamento do mercado? Aplausos do PS.",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,34,João Cotrim de Figueiredo,IL,O senhor não tem internet também?!,Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,35,Filipe Pacheco,PS,"Da parte do Partido Socialista, respondendo em bloco a todas as intervenções e a todas as questões, entendemos, sim, que é muito importante que a criação desta tarifa social seja feita em paralelo e no contexto da transposição do código europeu de telecomunicações, até para garantir o débito mínimo para o serviço universal, ou seja, a garantia de qualidade do serviço. A criação desta tarifa também deve ser paralela à definição de outras medidas que já estão a acontecer, como, por exemplo, a do programa de digitalização para as escolas, que também tem uma parte que prevê o acesso à internet dos estudantes. Achamos que a questão central, nesta matéria, está salvaguardada, que é a da criação de uma tarifa social de acesso a serviços de internet, ou seja, é proteger aqueles que estão mais vulneráveis, no caminho desta transição digital. Aplausos do PS.",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,36,Presidente,,"Chegamos, assim, ao fim do primeiro ponto da nossa ordem do dia. O segundo ponto trata da discussão, na generalidade, do Projeto de Lei n.º 474/XIV/1.ª (PSD) — Programa especial de apoio social aos ex-trabalhadores da COFACO. Tem a palavra, para abrir o debate, o Sr. Deputado Paulo Moniz, do Grupo Parlamentar do PSD.",Projeto de Lei 474/XIV
DAR-002,18 DE SETEMBRO DE 2020,37,Paulo Moniz,PSD,"Sr. Presidente, Sr.as e Srs. Deputados: A COFACO (Comercial e Fabril de Conservas, S.A.) é uma empresa conserveira presente na ilha do Pico desde 1963. Foi o maior empregador industrial da ilha e manteve sempre uma ligação de proximidade, particularmente com o concelho da Madalena, tendo desempenhado durante muitos anos, para além do papel industrial, um papel social importante. O encerramento da fábrica da COFACO, na ilha do Pico, em janeiro de 2018, afetou diretamente cerca de 180 postos de trabalho e tantos outros de forma indireta. A COFACO, que era o maior empregador do Pico, representando cerca de 4% da população ativa da ilha e 6% do concelho da Madalena, fechou portas. Passaram quase 1000 dias desde o anúncio do encerramento da fábrica. Nesse mesmo dia, no dia do encerramento, também foi anunciado que uma nova fábrica estaria em funcionamento em janeiro de 2020, criando expectativas de continuação de ligação a estes trabalhadores. Janeiro de 2020 já lá vai. Estamos em setembro. «Tudo começa no mar» é o que se lê quando se abre o site da COFACO, que se orgulha de pescar a sua matéria-prima ao largo da costa dos Açores. O pescado de primeira qualidade, já reconhecido em mais de 30 países, é manipulado por mãos especializadas que dedicaram a vida inteira à indústria conserveira, que constitui uma parte muito importante e significativa do PIB (produto interno bruto) dos Açores. Os Governos servem, acima de tudo, para se porem ao lado das pessoas e dos seus problemas. É urgente iniciar a anunciada nova fábrica, repondo estes postos de trabalho, tirando os mais de 180 trabalhadores da frágil condição social de subsistência em que se encontram. São pessoas que puseram e que querem continuar a pôr, com o seu grande saber, a indústria conserveira portuguesa, com labuta açoriana, na boa boca do mundo e, neste momento, o Governo deixa as dificuldades aumentarem, sem nada fazer. Muitos dos trabalhadores despedidos da COFACO já deixaram até de receber o subsídio de desemprego, estando, neste momento, sem alternativas num mercado de trabalho muito limitado e ainda mais fragilizado com a crise económica e social causada pela pandemia. É preciso, de uma vez por todas, pôr mão neste assunto e ajudar estas pessoas.",Projeto de Lei 474/XIV
